K,G,S,CV,NPfix
100.0,0.7,0.01,1.0,1.808508
100.0,0.7,0.1,0.0,0.913712
100.0,0.7,0.1,0.01,0.917252
100.0,0.7,0.1,0.1,0.954196
100.0,0.7,0.1,0.5,1.730664
100.0,0.7,0.1,1.0,1.802272
100.0,0.7,0.5,0.0,0.877204
100.0,0.7,0.5,0.01,0.875632
100.0,0.7,0.5,0.1,0.876384
100.0,0.7,0.5,0.5,1.564172
100.0,0.7,0.5,1.0,1.804356
100.0,0.7,1.0,0.0,0.865736
100.0,0.7,1.0,0.01,0.867352
100.0,0.7,1.0,0.1,0.866788
100.0,0.7,1.0,0.5,0.939652
100.0,0.7,1.0,1.0,1.817608
100.0,0.8,0.0,0.0,1.139504
100.0,0.8,0.0,0.01,1.1388
100.0,0.8,0.0,0.1,1.18914
100.0,0.8,0.0,0.5,1.514408
100.0,0.8,0.0,1.0,1.574956
100.0,0.8,0.01,0.0,1.09708
100.0,0.8,0.01,0.01,1.094716
100.0,0.8,0.01,0.1,1.160932
100.0,0.8,0.01,0.5,1.515976
100.0,0.8,0.01,1.0,1.57528
100.0,0.8,0.1,0.0,0.952868
100.0,0.8,0.1,0.01,0.950432
100.0,0.8,0.1,0.1,0.976696
100.0,0.8,0.1,0.5,1.503084
100.0,0.8,0.1,1.0,1.573924
100.0,0.8,0.5,0.0,0.925784
100.0,0.8,0.5,0.01,0.92678
100.0,0.8,0.5,0.1,0.930156
100.0,0.8,0.5,0.5,1.406756
100.0,0.8,0.5,1.0,1.596916
100.0,0.8,1.0,0.0,0.918352
100.0,0.8,1.0,0.01,0.922096
100.0,0.8,1.0,0.1,0.921352
100.0,0.8,1.0,0.5,0.971396
100.0,0.8,1.0,1.0,1.66368
100.0,0.9,0.0,0.0,1.06562
100.0,0.9,0.0,0.01,1.066312
100.0,0.9,0.0,0.1,1.091404
100.0,0.9,0.0,0.5,1.192936
100.0,0.9,0.0,1.0,1.211032
100.0,0.9,0.01,0.0,1.046644
100.0,0.9,0.01,0.01,1.046464
100.0,0.9,0.01,0.1,1.073892
100.0,0.9,0.01,0.5,1.19166
100.0,0.9,0.01,1.0,1.213172
100.0,0.9,0.1,0.0,0.977708
100.0,0.9,0.1,0.01,0.978348
100.0,0.9,0.1,0.1,0.988464
100.0,0.9,0.1,0.5,1.201192
100.0,0.9,0.1,1.0,1.218004
100.0,0.9,0.5,0.0,0.968312
100.0,0.9,0.5,0.01,0.967812
100.0,0.9,0.5,0.1,0.965992
100.0,0.9,0.5,0.5,1.215976
100.0,0.9,0.5,1.0,1.27606
100.0,0.9,1.0,0.0,0.964436
100.0,0.9,1.0,0.01,0.963416
100.0,0.9,1.0,0.1,0.964224
100.0,0.9,1.0,0.5,0.988876
100.0,0.9,1.0,1.0,1.392516
1000.0,0.3,0.0,0.0,1.672896
1000.0,0.3,0.0,0.01,1.692988
1000.0,0.3,0.0,0.1,1.983556
1000.0,0.3,0.0,0.5,2.0
1000.0,0.3,0.0,1.0,2.0
1000.0,0.3,0.01,0.0,0.765216
1000.0,0.3,0.01,0.01,0.787108
1000.0,0.3,0.01,0.1,1.945184
1000.0,0.3,0.01,0.5,2.0
1000.0,0.3,0.01,1.0,2.0
1000.0,0.3,0.1,0.0,0.493628
1000.0,0.3,0.1,0.01,0.49374
1000.0,0.3,0.1,0.1,0.827764
1000.0,0.3,0.1,0.5,2.0
1000.0,0.3,0.1,1.0,2.0
1000.0,0.3,0.5,0.0,0.466816
1000.0,0.3,0.5,0.01,0.467596
1000.0,0.3,0.5,0.1,0.465476
1000.0,0.3,0.5,0.5,2.0
1000.0,0.3,0.5,1.0,2.0
1000.0,0.3,1.0,0.0,0.43876
1000.0,0.3,1.0,0.01,0.441788
1000.0,0.3,1.0,0.1,0.440076
1000.0,0.3,1.0,0.5,1.65806
1000.0,0.3,1.0,1.0,2.0
1000.0,0.4,0.0,0.0,1.544132
1000.0,0.4,0.0,0.01,1.560656
1000.0,0.4,0.0,0.1,1.944332
1000.0,0.4,0.0,0.5,1.999972
1000.0,0.4,0.0,1.0,1.999984
1000.0,0.4,0.01,0.0,0.854064
1000.0,0.4,0.01,0.01,0.873276
1000.0,0.4,0.01,0.1,1.893364
1000.0,0.4,0.01,0.5,1.999968
1000.0,0.4,0.01,1.0,1.999984
1000.0,0.4,0.1,0.0,0.633768
1000.0,0.4,0.1,0.01,0.635432
1000.0,0.4,0.1,0.1,0.901208
1000.0,0.4,0.1,0.5,1.999956
1000.0,0.4,0.1,1.0,1.99998
1000.0,0.4,0.5,0.0,0.61508
1000.0,0.4,0.5,0.01,0.612396
1000.0,0.4,0.5,0.1,0.615728
1000.0,0.4,0.5,0.5,2.0
1000.0,0.4,0.5,1.0,2.0
1000.0,0.4,1.0,0.0,0.590172
1000.0,0.4,1.0,0.01,0.591312
1000.0,0.4,1.0,0.1,0.593156
1000.0,0.4,1.0,0.5,1.60068
1000.0,0.4,1.0,1.0,2.0
1000.0,0.5,0.0,0.0,1.427592
1000.0,0.5,0.0,0.01,1.445252
1000.0,0.5,0.0,0.1,1.867004
1000.0,0.5,0.0,0.5,1.99908
1000.0,0.5,0.0,1.0,1.99978
1000.0,0.5,0.01,0.0,0.913908
1000.0,0.5,0.01,0.01,0.9283
1000.0,0.5,0.01,0.1,1.809212
1000.0,0.5,0.01,0.5,1.99906
1000.0,0.5,0.01,1.0,1.99974
1000.0,0.5,0.1,0.0,0.747496
1000.0,0.5,0.1,0.01,0.745216
1000.0,0.5,0.1,0.1,0.951412
1000.0,0.5,0.1,0.5,1.998488
1000.0,0.5,0.1,1.0,1.999728
1000.0,0.5,0.5,0.0,0.726324
1000.0,0.5,0.5,0.01,0.72634
1000.0,0.5,0.5,0.1,0.726396
1000.0,0.5,0.5,0.5,1.999984
1000.0,0.5,0.5,1.0,1.999828
1000.0,0.5,1.0,0.0,0.710472
1000.0,0.5,1.0,0.01,0.705228
1000.0,0.5,1.0,0.1,0.711308
1000.0,0.5,1.0,0.5,1.534792
1000.0,0.5,1.0,1.0,1.999996
1000.0,0.6,0.0,0.0,1.327532
1000.0,0.6,0.0,0.01,1.337848
1000.0,0.6,0.0,0.1,1.745396
1000.0,0.6,0.0,0.5,1.98974
1000.0,0.6,0.0,1.0,1.995536
1000.0,0.6,0.01,0.0,0.954104
1000.0,0.6,0.01,0.01,0.961564
1000.0,0.6,0.01,0.1,1.693344
1000.0,0.6,0.01,0.5,1.98968
1000.0,0.6,0.01,1.0,1.995596
1000.0,0.6,0.1,0.0,0.826612
1000.0,0.6,0.1,0.01,0.826128
1000.0,0.6,0.1,0.1,0.97836
1000.0,0.6,0.1,0.5,1.986984
1000.0,0.6,0.1,1.0,1.995416
1000.0,0.6,0.5,0.0,0.810588
1000.0,0.6,0.5,0.01,0.812852
1000.0,0.6,0.5,0.1,0.81332
1000.0,0.6,0.5,0.5,1.999676
1000.0,0.6,0.5,1.0,1.996816
1000.0,0.6,1.0,0.0,0.796308
1000.0,0.6,1.0,0.01,0.795872
1000.0,0.6,1.0,0.1,0.797868
1000.0,0.6,1.0,0.5,1.458624
1000.0,0.6,1.0,1.0,1.999996
1000.0,0.7,0.0,0.0,1.233844
1000.0,0.7,0.0,0.01,1.242536
1000.0,0.7,0.0,0.1,1.585816
1000.0,0.7,0.0,0.5,1.93908
1000.0,0.7,0.0,1.0,1.965808
1000.0,0.7,0.01,0.0,0.977156
1000.0,0.7,0.01,0.01,0.985728
1000.0,0.7,0.01,0.1,1.54198
1000.0,0.7,0.01,0.5,1.938596
1000.0,0.7,0.01,1.0,1.965672
1000.0,0.7,0.1,0.0,0.888584
1000.0,0.7,0.1,0.01,0.88948
1000.0,0.7,0.1,0.1,0.996708
1000.0,0.7,0.1,0.5,1.93098
1000.0,0.7,0.1,1.0,1.964084
1000.0,0.7,0.5,0.0,0.876016
1000.0,0.7,0.5,0.01,0.875536
1000.0,0.7,0.5,0.1,0.875052
1000.0,0.7,0.5,0.5,1.996988
1000.0,0.7,0.5,1.0,1.974428
1000.0,0.7,1.0,0.0,0.866352
1000.0,0.7,1.0,0.01,0.868316
1000.0,0.7,1.0,0.1,0.866576
1000.0,0.7,1.0,0.5,1.370448
1000.0,0.7,1.0,1.0,1.999868
1000.0,0.8,0.0,0.0,1.14932
1000.0,0.8,0.0,0.01,1.15598
1000.0,0.8,0.0,0.1,1.396564
1000.0,0.8,0.0,0.5,1.773536
1000.0,0.8,0.0,1.0,1.833944
1000.0,0.8,0.01,0.0,0.98998
1000.0,0.8,0.01,0.01,0.997708
1000.0,0.8,0.01,0.1,1.366224
1000.0,0.8,0.01,0.5,1.771932
1000.0,0.8,0.01,1.0,1.834464
1000.0,0.8,0.1,0.0,0.935268
1000.0,0.8,0.1,0.01,0.935552
1000.0,0.8,0.1,0.1,1.00376
1000.0,0.8,0.1,0.5,1.760068
1000.0,0.8,0.1,1.0,1.833884
1000.0,0.8,0.5,0.0,0.926016
1000.0,0.8,0.5,0.01,0.927216
1000.0,0.8,0.5,0.1,0.929136
1000.0,0.8,0.5,0.5,1.969732
1000.0,0.8,0.5,1.0,1.870844
1000.0,0.8,1.0,0.0,0.919464
1000.0,0.8,1.0,0.01,0.919408
1000.0,0.8,1.0,0.1,0.918924
1000.0,0.8,1.0,0.5,1.27058
1000.0,0.8,1.0,1.0,1.997232
1000.0,0.9,0.0,0.0,1.073628
1000.0,0.9,0.0,0.01,1.075924
1000.0,0.9,0.0,0.1,1.194244
1000.0,0.9,0.0,0.5,1.401984
1000.0,0.9,0.0,1.0,1.458768
1000.0,0.9,0.01,0.0,0.998472
1000.0,0.9,0.01,0.01,0.999992
1000.0,0.9,0.01,0.1,1.182964
1000.0,0.9,0.01,0.5,1.400204
1000.0,0.9,0.01,1.0,1.459788
1000.0,0.9,0.1,0.0,0.971524
1000.0,0.9,0.1,0.01,0.970036
1000.0,0.9,0.1,0.1,1.005256
1000.0,0.9,0.1,0.5,1.402436
1000.0,0.9,0.1,1.0,1.46432
1000.0,0.9,0.5,0.0,0.968584
1000.0,0.9,0.5,0.01,0.966792
1000.0,0.9,0.5,0.1,0.967288
1000.0,0.9,0.5,0.5,1.77404
1000.0,0.9,0.5,1.0,1.545124
1000.0,0.9,1.0,0.0,0.963808
1000.0,0.9,1.0,0.01,0.963796
1000.0,0.9,1.0,0.1,0.962528
1000.0,0.9,1.0,0.5,1.149724
1000.0,0.9,1.0,1.0,1.942104
10.0,0.25,0.0,0.0,1.666728
10.0,0.25,0.0,0.01,1.667888
10.0,0.25,0.0,0.1,1.681748
10.0,0.25,0.0,0.5,1.94402
10.0,0.25,0.0,1.0,1.960248
10.0,0.25,0.01,0.0,1.648372
10.0,0.25,0.01,0.01,1.647112
10.0,0.25,0.01,0.1,1.665188
10.0,0.25,0.01,0.5,1.942448
10.0,0.25,0.01,1.0,1.96002
10.0,0.25,0.1,0.0,1.415776
10.0,0.25,0.1,0.01,1.41148
10.0,0.25,0.1,0.1,1.443064
10.0,0.25,0.1,0.5,1.92686
10.0,0.25,0.1,1.0,1.954304
10.0,0.25,0.5,0.0,0.562524
10.0,0.25,0.5,0.01,0.564836
10.0,0.25,0.5,0.1,0.574364
10.0,0.25,0.5,0.5,1.63522
10.0,0.25,0.5,1.0,1.90408
10.0,0.25,1.0,0.0,0.414744
10.0,0.25,1.0,0.01,0.414828
10.0,0.25,1.0,0.1,0.414044
10.0,0.25,1.0,0.5,0.643272
10.0,0.25,1.0,1.0,1.648584
10.0,0.5,0.0,0.0,1.352824
10.0,0.5,0.0,0.01,1.35174
10.0,0.5,0.0,0.1,1.366192
10.0,0.5,0.0,0.5,1.665416
10.0,0.5,0.0,1.0,1.710076
10.0,0.5,0.01,0.0,1.336688
10.0,0.5,0.01,0.01,1.336524
10.0,0.5,0.01,0.1,1.35084
10.0,0.5,0.01,0.5,1.664824
10.0,0.5,0.01,1.0,1.709404
10.0,0.5,0.1,0.0,1.192216
10.0,0.5,0.1,0.01,1.193424
10.0,0.5,0.1,0.1,1.207188
10.0,0.5,0.1,0.5,1.634772
10.0,0.5,0.1,1.0,1.698316
10.0,0.5,0.5,0.0,0.803808
10.0,0.5,0.5,0.01,0.80366
10.0,0.5,0.5,0.1,0.807624
10.0,0.5,0.5,0.5,1.34408
10.0,0.5,0.5,1.0,1.615336
10.0,0.5,1.0,0.0,0.72688
10.0,0.5,1.0,0.01,0.729168
10.0,0.5,1.0,0.1,0.728032
10.0,0.5,1.0,0.5,0.8408
10.0,0.5,1.0,1.0,1.37218
10.0,0.75,0.0,0.0,1.132884
10.0,0.75,0.0,0.01,1.13302
10.0,0.75,0.0,0.1,1.138148
10.0,0.75,0.0,0.5,1.245584
10.0,0.75,0.0,1.0,1.262808
10.0,0.75,0.01,0.0,1.126224
10.0,0.75,0.01,0.01,1.126384
10.0,0.75,0.01,0.1,1.1347
10.0,0.75,0.01,0.5,1.245628
10.0,0.75,0.01,1.0,1.260536
10.0,0.75,0.1,0.0,1.07114
10.0,0.75,0.1,0.01,1.073492
10.0,0.75,0.1,0.1,1.079928
10.0,0.75,0.1,0.5,1.240076
10.0,0.75,0.1,1.0,1.260012
10.0,0.75,0.5,0.0,0.928228
10.0,0.75,0.5,0.01,0.927036
10.0,0.75,0.5,0.1,0.9307
10.0,0.75,0.5,0.5,1.13118
10.0,0.75,0.5,1.0,1.238956
10.0,0.75,1.0,0.0,0.893952
10.0,0.75,1.0,0.01,0.89724
10.0,0.75,1.0,0.1,0.89664
10.0,0.75,1.0,0.5,0.944352
10.0,0.75,1.0,1.0,1.151012
10.0,0.95,0.0,0.0,1.002612
10.0,0.95,0.0,0.01,0.99706
10.0,0.95,0.0,0.1,0.998908
10.0,0.95,0.0,0.5,0.865548
10.0,0.95,0.0,1.0,0.80242
10.0,0.95,0.01,0.0,1.000888
10.0,0.95,0.01,0.01,1.001776
10.0,0.95,0.01,0.1,0.998696
10.0,0.95,0.01,0.5,0.868676
10.0,0.95,0.01,1.0,0.804888
10.0,0.95,0.1,0.0,1.000684
10.0,0.95,0.1,0.01,1.006692
10.0,0.95,0.1,0.1,1.003756
10.0,0.95,0.1,0.5,0.895324
10.0,0.95,0.1,1.0,0.82048
10.0,0.95,0.5,0.0,0.988452
10.0,0.95,0.5,0.01,0.988824
10.0,0.95,0.5,0.1,0.988468
10.0,0.95,0.5,0.5,0.98094
10.0,0.95,0.5,1.0,0.883192
10.0,0.95,1.0,0.0,0.984444
10.0,0.95,1.0,0.01,0.984284
10.0,0.95,1.0,0.1,0.984048
10.0,0.95,1.0,0.5,0.990508
10.0,0.95,1.0,1.0,0.947276
100.0,0.25,0.0,0.0,1.727792
100.0,0.25,0.0,0.01,1.730036
100.0,0.25,0.0,0.1,1.842228
100.0,0.25,0.0,0.5,1.999952
100.0,0.25,0.0,1.0,1.999996
100.0,0.25,0.01,0.0,1.530368
100.0,0.25,0.01,0.01,1.532448
100.0,0.25,0.01,0.1,1.746912
100.0,0.25,0.01,0.5,1.999948
100.0,0.25,0.01,1.0,2.0
100.0,0.25,0.1,0.0,0.499252
100.0,0.25,0.1,0.01,0.504332
100.0,0.25,0.1,0.1,0.628792
100.0,0.25,0.1,0.5,1.999828
100.0,0.25,0.1,1.0,1.999972
100.0,0.25,0.5,0.0,0.379148
100.0,0.25,0.5,0.01,0.379356
100.0,0.25,0.5,0.1,0.381564
100.0,0.25,0.5,0.5,1.938116
100.0,0.25,0.5,1.0,1.99988
100.0,0.25,1.0,0.0,0.352412
100.0,0.25,1.0,0.01,0.352344
100.0,0.25,1.0,0.1,0.352676
100.0,0.25,1.0,0.5,0.568976
100.0,0.25,1.0,1.0,1.992816
100.0,0.5,0.0,0.0,1.413068
100.0,0.5,0.0,0.01,1.413032
100.0,0.5,0.0,0.1,1.531524
100.0,0.5,0.0,0.5,1.96952
100.0,0.5,0.0,1.0,1.984324
100.0,0.5,0.01,0.0,1.277004
100.0,0.5,0.01,0.01,1.280708
100.0,0.5,0.01,0.1,1.44656
100.0,0.5,0.01,0.5,1.968784
100.0,0.5,0.01,1.0,1.983692
100.0,0.5,0.1,0.0,0.802504
100.0,0.5,0.1,0.01,0.80282
100.0,0.5,0.1,0.1,0.870552
100.0,0.5,0.1,0.5,1.960496
100.0,0.5,0.1,1.0,1.981828
100.0,0.5,0.5,0.0,0.728388
100.0,0.5,0.5,0.01,0.727208
100.0,0.5,0.5,0.1,0.727256
100.0,0.5,0.5,0.5,1.783852
100.0,0.5,0.5,1.0,1.975372
100.0,0.5,1.0,0.0,0.708924
100.0,0.5,1.0,0.01,0.710192
100.0,0.5,1.0,0.1,0.709376
100.0,0.5,1.0,0.5,0.842892
100.0,0.5,1.0,1.0,1.948564
100.0,0.75,0.0,0.0,1.178672
100.0,0.75,0.0,0.01,1.181728
100.0,0.75,0.0,0.1,1.245256
100.0,0.75,0.0,0.5,1.647088
100.0,0.75,0.0,1.0,1.708456
100.0,0.75,0.01,0.0,1.121616
100.0,0.75,0.01,0.01,1.12194
100.0,0.75,0.01,0.1,1.203584
100.0,0.75,0.01,0.5,1.641384
100.0,0.75,0.01,1.0,1.70456
100.0,0.75,0.1,0.0,0.9358
100.0,0.75,0.1,0.01,0.933088
100.0,0.75,0.1,0.1,0.96666
100.0,0.75,0.1,0.5,1.626724
100.0,0.75,0.1,1.0,1.702472
100.0,0.75,0.5,0.0,0.904468
100.0,0.75,0.5,0.01,0.901192
100.0,0.75,0.5,0.1,0.902656
100.0,0.75,0.5,0.5,1.4901
100.0,0.75,0.5,1.0,1.7145
100.0,0.75,1.0,0.0,0.892944
100.0,0.75,1.0,0.01,0.893796
100.0,0.75,1.0,0.1,0.896768
100.0,0.75,1.0,0.5,0.958348
100.0,0.75,1.0,1.0,1.752456
100.0,0.95,0.0,0.0,1.029108
100.0,0.95,0.0,0.01,1.03118
100.0,0.95,0.0,0.1,1.039316
100.0,0.95,0.0,0.5,1.002596
100.0,0.95,0.0,1.0,0.97764
100.0,0.95,0.01,0.0,1.02162
100.0,0.95,0.01,0.01,1.02168
100.0,0.95,0.01,0.1,1.033316
100.0,0.95,0.01,0.5,1.003068
100.0,0.95,0.01,1.0,0.979392
100.0,0.95,0.1,0.0,0.991464
100.0,0.95,0.1,0.01,0.98834
100.0,0.95,0.1,0.1,0.996336
100.0,0.95,0.1,0.5,1.023384
100.0,0.95,0.1,1.0,0.992848
100.0,0.95,0.5,0.0,0.983964
100.0,0.95,0.5,0.01,0.984532
100.0,0.95,0.5,0.1,0.985332
100.0,0.95,0.5,0.5,1.10404
100.0,0.95,0.5,1.0,1.06402
100.0,0.95,1.0,0.0,0.98214
100.0,0.95,1.0,0.01,0.980856
100.0,0.95,1.0,0.1,0.982248
100.0,0.95,1.0,0.5,0.994752
100.0,0.95,1.0,1.0,1.189472
1000.0,0.25,0.0,0.0,1.743292
1000.0,0.25,0.0,0.01,1.759644
1000.0,0.25,0.0,0.1,1.992684
1000.0,0.25,0.0,0.5,2.0
1000.0,0.25,0.0,1.0,2.0
1000.0,0.25,0.01,0.0,0.701672
1000.0,0.25,0.01,0.01,0.726412
1000.0,0.25,0.01,0.1,1.96406
1000.0,0.25,0.01,0.5,2.0
1000.0,0.25,0.01,1.0,2.0
1000.0,0.25,0.1,0.0,0.407548
1000.0,0.25,0.1,0.01,0.406864
1000.0,0.25,0.1,0.1,0.77752
1000.0,0.25,0.1,0.5,2.0
1000.0,0.25,0.1,1.0,2.0
1000.0,0.25,0.5,0.0,0.379608
1000.0,0.25,0.5,0.01,0.375408
1000.0,0.25,0.5,0.1,0.376304
1000.0,0.25,0.5,0.5,2.0
1000.0,0.25,0.5,1.0,2.0
1000.0,0.25,1.0,0.0,0.349784
1000.0,0.25,1.0,0.01,0.349652
1000.0,0.25,1.0,0.1,0.348908
1000.0,0.25,1.0,0.5,1.68508
1000.0,0.25,1.0,1.0,2.0
1000.0,0.5,0.0,0.0,1.426484
1000.0,0.5,0.0,0.01,1.444928
1000.0,0.5,0.0,0.1,1.86592
1000.0,0.5,0.0,0.5,1.999068
1000.0,0.5,0.0,1.0,1.999732
1000.0,0.5,0.01,0.0,0.91222
1000.0,0.5,0.01,0.01,0.927724
1000.0,0.5,0.01,0.1,1.80962
1000.0,0.5,0.01,0.5,1.999004
1000.0,0.5,0.01,1.0,1.999744
1000.0,0.5,0.1,0.0,0.744792
1000.0,0.5,0.1,0.01,0.743036
1000.0,0.5,0.1,0.1,0.947896
1000.0,0.5,0.1,0.5,1.998628
1000.0,0.5,0.1,1.0,1.999688
1000.0,0.5,0.5,0.0,0.727668
1000.0,0.5,0.5,0.01,0.72636
1000.0,0.5,0.5,0.1,0.727704
1000.0,0.5,0.5,0.5,1.999976
1000.0,0.5,0.5,1.0,1.99978
1000.0,0.5,1.0,0.0,0.707864
1000.0,0.5,1.0,0.01,0.70782
1000.0,0.5,1.0,0.1,0.707068
1000.0,0.5,1.0,0.5,1.532192
1000.0,0.5,1.0,1.0,2.0
1000.0,0.75,0.0,0.0,1.192876
1000.0,0.75,0.0,0.01,1.19902
1000.0,0.75,0.0,0.1,1.493144
1000.0,0.75,0.0,0.5,1.876904
1000.0,0.75,0.0,1.0,1.920612
1000.0,0.75,0.01,0.0,0.982668
1000.0,0.75,0.01,0.01,0.989172
1000.0,0.75,0.01,0.1,1.45542
1000.0,0.75,0.01,0.5,1.874888
1000.0,0.75,0.01,1.0,1.921308
1000.0,0.75,0.1,0.0,0.913628
1000.0,0.75,0.1,0.01,0.911956
1000.0,0.75,0.1,0.1,1.000464
1000.0,0.75,0.1,0.5,1.865408
1000.0,0.75,0.1,1.0,1.918152
1000.0,0.75,0.5,0.0,0.9059
1000.0,0.75,0.5,0.01,0.903472
1000.0,0.75,0.5,0.1,0.903364
1000.0,0.75,0.5,0.5,1.989752
1000.0,0.75,0.5,1.0,1.938888
1000.0,0.75,1.0,0.0,0.895452
1000.0,0.75,1.0,0.01,0.892096
1000.0,0.75,1.0,0.1,0.895092
1000.0,0.75,1.0,0.5,1.320884
1000.0,0.75,1.0,1.0,1.999476
1000.0,0.95,0.0,0.0,1.03334
1000.0,0.95,0.0,0.01,1.036372
1000.0,0.95,0.0,0.1,1.09554
1000.0,0.95,0.0,0.5,1.128508
1000.0,0.95,0.0,1.0,1.13604
1000.0,0.95,0.01,0.0,0.998824
1000.0,0.95,0.01,0.01,1.00072
1000.0,0.95,0.01,0.1,1.090468
1000.0,0.95,0.01,0.5,1.129804
1000.0,0.95,0.01,1.0,1.142272
1000.0,0.95,0.1,0.0,0.9857
1000.0,0.95,0.1,0.01,0.987016
1000.0,0.95,0.1,0.1,1.0036
1000.0,0.95,0.1,0.5,1.143332
1000.0,0.95,0.1,1.0,1.152272
1000.0,0.95,0.5,0.0,0.982364
1000.0,0.95,0.5,0.01,0.984124
1000.0,0.95,0.5,0.1,0.982052
1000.0,0.95,0.5,0.5,1.485564
1000.0,0.95,0.5,1.0,1.242192
1000.0,0.95,1.0,0.0,0.982972
1000.0,0.95,1.0,0.01,0.981572
1000.0,0.95,1.0,0.1,0.982708
1000.0,0.95,1.0,0.5,1.083688
1000.0,0.95,1.0,1.0,1.740804
10.0,1.0,0.0,0.0,0.970972
10.0,1.0,0.0,0.01,0.971504
10.0,1.0,0.0,0.1,0.964876
10.0,1.0,0.0,0.5,0.766868
10.0,1.0,0.0,1.0,0.676896
10.0,1.0,0.01,0.0,0.973112
10.0,1.0,0.01,0.01,0.970212
10.0,1.0,0.01,0.1,0.968548
10.0,1.0,0.01,0.5,0.768864
10.0,1.0,0.01,1.0,0.677564
10.0,1.0,0.1,0.0,0.986688
10.0,1.0,0.1,0.01,0.985124
10.0,1.0,0.1,0.1,0.982088
10.0,1.0,0.1,0.5,0.802388
10.0,1.0,0.1,1.0,0.696796
10.0,1.0,0.5,0.0,0.996196
10.0,1.0,0.5,0.01,1.00224
10.0,1.0,0.5,0.1,0.999396
10.0,1.0,0.5,0.5,0.942652
10.0,1.0,0.5,1.0,0.786348
10.0,1.0,1.0,0.0,1.001936
10.0,1.0,1.0,0.01,1.000524
10.0,1.0,1.0,0.1,0.99924
10.0,1.0,1.0,0.5,0.99712
10.0,1.0,1.0,1.0,0.889612
100.0,1.0,0.0,0.0,0.999168
100.0,1.0,0.0,0.01,0.997028
100.0,1.0,0.0,0.1,0.991836
100.0,1.0,0.0,0.5,0.781424
100.0,1.0,0.0,1.0,0.692232
100.0,1.0,0.01,0.0,0.997804
100.0,1.0,0.01,0.01,0.99552
100.0,1.0,0.01,0.1,0.994496
100.0,1.0,0.01,0.5,0.786704
100.0,1.0,0.01,1.0,0.694364
100.0,1.0,0.1,0.0,0.999472
100.0,1.0,0.1,0.01,0.999488
100.0,1.0,0.1,0.1,0.999456
100.0,1.0,0.1,0.5,0.820844
100.0,1.0,0.1,1.0,0.712024
100.0,1.0,0.5,0.0,0.998872
100.0,1.0,0.5,0.01,0.998728
100.0,1.0,0.5,0.1,1.000068
100.0,1.0,0.5,0.5,0.9611
100.0,1.0,0.5,1.0,0.789952
100.0,1.0,1.0,0.0,0.998552
100.0,1.0,1.0,0.01,1.001952
100.0,1.0,1.0,0.1,1.0009
100.0,1.0,1.0,0.5,0.99842
100.0,1.0,1.0,1.0,0.887392
1000.0,1.0,0.0,0.0,0.999088
1000.0,1.0,0.0,0.01,1.000044
1000.0,1.0,0.0,0.1,0.995788
1000.0,1.0,0.0,0.5,0.784624
1000.0,1.0,0.0,1.0,0.69518
1000.0,1.0,0.01,0.0,0.99934
1000.0,1.0,0.01,0.01,0.998996
1000.0,1.0,0.01,0.1,0.999
1000.0,1.0,0.01,0.5,0.787784
1000.0,1.0,0.01,1.0,0.69764
1000.0,1.0,0.1,0.0,0.999112
1000.0,1.0,0.1,0.01,0.999732
1000.0,1.0,0.1,0.1,1.000356
1000.0,1.0,0.1,0.5,0.822108
1000.0,1.0,0.1,1.0,0.71326
1000.0,1.0,0.5,0.0,0.99994
1000.0,1.0,0.5,0.01,1.000668
1000.0,1.0,0.5,0.1,0.998568
1000.0,1.0,0.5,0.5,0.965272
1000.0,1.0,0.5,1.0,0.786684
1000.0,1.0,1.0,0.0,1.0001
1000.0,1.0,1.0,0.01,1.000532
1000.0,1.0,1.0,0.1,0.999972
1000.0,1.0,1.0,0.5,0.999996
1000.0,1.0,1.0,1.0,0.883096
